Readable ID,Firestore ID,Name,Category Level,Display Level,Parent Readable ID,Parent Name,Order,Full Path
keg-toss-champion,MiEA7cbxlp81HMC7niM6,"Keg Toss Champion",4,4,where-did-you-live-during,"Where did you live during college?",1,"Adulthood > College > Where did you live during college? > Keg Toss Champion"
what-innovations-did-you-drive,MkDcUd97sN4uDtu74sI9,"What innovations did you drive?",3,3,career-reflection,"Career Reflection",57,"Adulthood > Career Reflection > What innovations did you drive?"
how-did-your-leadership-evolve,MkIHwVq137uhmhpOUwdu,"How did your leadership evolve?",3,3,career-reflection,"Career Reflection",12,"Adulthood > Career Reflection > How did your leadership evolve?"
what-challenges-were,MoCocRegP9gngTHVPMrZ,"What challenges were worthwhile?",3,3,personal,"Personal",18,"THEMES > Personal > What challenges were worthwhile?"
introduction,MowCTp9EvYYngVVpQI8t,"Introduction",1,1,,,0,"Introduction"
what-sporting-event-would-you,Mrw0bpLwTQeqUDIsA6T2,"What sporting event would you most like to attend?",3,3,sports,"Sports",5,"THEMES > Sports > What sporting event would you most like to attend?"
what-school-activities-did-you,MshlNvtLng8UxZNN8iir,"What school activities did you participate in?",3,3,elementary-school,"Elementary School",6,"Preschool > Elementary School > What school activities did you participate in?"
did-you-go-to-graduate-school,MxAjwU2uK8DrEA8J8okO,"Did you go to graduate
school?",3,3,graduate-school,"Graduate School",0,"Adulthood > Graduate School > Did you go to graduate
school?"
what-shaped-your-identity,N7BoBuYrou9uFGXKSTja,"What shaped your identity?",3,3,childhood-reflection,"Childhood Reflection",3,"Preschool > Childhood Reflection > What shaped your identity?"
errant-shot,N7IKmeyXmMzS5fzk3Atf,"Errant Shot",4,4,did-you-participate-in-high,"Did
you participate in high school sports?",4,"Preschool > High School > Did
you participate in high school sports? > Errant Shot"
senior-honor,NEgQQqmTyg9urHYNwUul,"Senior Honor",4,4,did-you-participate-in-high,"Did
you participate in high school sports?",10,"Preschool > High School > Did
you participate in high school sports? > Senior Honor"
ncr,NF9HnvfZz3gbSBtJE0tE,"NCR",3,3,career,"Career",3,"Adulthood > Career > NCR"
how-has-your-worldview-evolved,NFVVspYfDN5eOMVJigGI,"How has your worldview evolved?",3,3,reflection,"Reflection",0,"THEMES > Reflection > How has your worldview evolved?"
wow-what-a-pool,NFkuij7V69d9jEfpP9ur,"�Wow, What a Pool!�",4,4,vacations,"Vacations",0,"THEMES > Vacations > �Wow, What a Pool!�"
vacations-with-the-meltons,NPHLxqm58d9Ph4rUhPXP,"Vacations with the Meltons",4,4,vacations,"Vacations",5,"THEMES > Vacations > Vacations with the Meltons"
longest-trip,NQnGoVTGRvTBZqnKKgnk,"Longest trip",4,4,did-you-ever-take-any-great,"Did you ever take any great road trips?",3,"THEMES > Music > Did you ever take any great road trips? > Longest trip"
what-ifs,NXUsBRYBztUgvDIDKZgq,"What ifs",4,4,how-did-you-prepare-for-change,"How did you prepare for change?",0,"Adulthood > Career Reflection > How did you prepare for change? > What ifs"
what-business-travel-occurred,NYP21uqIblZ2bx8LujMF,"What business travel occurred?",3,3,career-reflection,"Career Reflection",31,"Adulthood > Career Reflection > What business travel occurred?"
what-opportunities-did-you,NZGtntVN1JAo5RClkezs,"What opportunities did you pursue/decline?",3,3,career-reflection,"Career Reflection",36,"Adulthood > Career Reflection > What opportunities did you pursue/decline?"
what-wisdom-guides-you,NchdsAHZ8g1uXzwdN8ry,"What wisdom guides you?",3,3,the-future,"The Future",19,"Adulthood > The Future > What wisdom guides you?"
1973,Ndff1oPwEQ6OejxW6GWM,"1973",4,4,the-1970-s-economics,"The 1970�s - Economics",3,"The Decades > The 1970�s - Economics > 1973"
what-are-the-best-things-about,NfwDMqaXIQEOHjXNiHgz,"What are the best things about being a grandparent?",3,3,advice,"Advice",14,"THEMES > Advice > What are the best things about being a grandparent?"
diversity-and-inclusion,Nl33bBPKRZZvjHvRsV4m,"Diversity and Inclusion:",3,3,issues,"Issues",9,"THEMES > Issues > Diversity and Inclusion:"
what-was-your-first-real-job,NmGAAWvTasWMOwXT7TSa,"What was your first real job?",3,3,career,"Career",1,"Adulthood > Career > What was your first real job?"
run-in,NnTqG4UrJ31MKjbTNVXi,"Run In",4,4,harris-3m,"Harris/3M",1,"Adulthood > Career > Harris/3M > Run In"
which-teachers-influenced-you,Ntgp0gcS16yeHJVyDDnk,"Which teachers influenced you most?",3,3,middle-school,"Middle School",2,"Preschool > Middle School > Which teachers influenced you most?"
what-s-next,O1pPGEmJqJLgpkO9x1u6,"What's next?",3,3,the-future,"The Future",23,"Adulthood > The Future > What's next?"
worst-days,O29TWteasv6H8l6hHf00,"Worst Days",3,3,miscellaneous,"Miscellaneous",21,"THEMES > Miscellaneous > Worst Days"
what-do-you-know-about-the,O64uwftUDqvRrzVDOKHO,"What do you know about the family origins?",3,3,family-names,"Family Names",1,"Introduction > Family Names > What do you know about the family origins?"
what-impact-do-you-hope-to,OF6IsPKYo8AyDFimi0LU,"What impact do you hope to have?",3,3,legacy,"Legacy",5,"THEMES > Legacy > What impact do you hope to have?"
what-influenced-decisions,OLy5FgWjD31BCcrqUPU3,"What influenced decisions?",3,3,personal,"Personal",8,"THEMES > Personal > What influenced decisions?"
what-goals-inspire-you,ORaGUaxYMyouD4mPgqfg,"What goals inspire you?",3,3,the-future,"The Future",3,"Adulthood > The Future > What goals inspire you?"
first-accident,OaG4xCGvrLU21yixQfoc,"First
Accident",4,4,what-was-your-first-car,"�What was your first car?",2,"THEMES > Cars > �What was your first car? > First
Accident"
how-have-love-relationships,OayiTKJ2kn3byVyXVzpn,"How have love relationships influenced you?",3,3,relationships,"Relationships",9,"THEMES > Relationships > How have love relationships influenced you?"
what-did-you-wear-when-younger,OecU6J9MjE6zclYMswqh,"What did you wear when younger that mortifies you now?",3,3,personal-reflection,"Personal Reflection",2,"Adulthood > Personal Reflection > What did you wear when younger that mortifies you now?"
i-want-to-continue-growing-in,OhyHw92L9gvRwshAFAD9,"I want
to continue growing in business and building financial security while spending
quality time with my children, their families, and supporting their interests.
Current Focus",4,4,current-focus,"Current Focus",0,"Adulthood > The Future > Current Focus > I want
to continue growing in business and building financial security while spending
quality time with my children, their families, and supporting their interests.
Current Focus"
my-marriage,OicxhpWTs2rXfIpHPXIX,"My Marriage",4,4,what-were-your-disappointments,"What were your disappointments?",3,"THEMES > Blessings > What were your disappointments? > My Marriage"
the-beats-of-hip-hop-and,OmipSXetSNq9owTNwAEz,"The Beats of Hip-Hop and Cultural Storms",4,4,what-did-you-listen-to-over,"What did you listen to over the years?",3,"THEMES > Music > What did you listen to over the years? > The Beats of Hip-Hop and Cultural Storms"
not-ready-for-cfo,Oyv5cRr1xXGOvfOHp7QK,"Not Ready for CFO",4,4,harris-3m,"Harris/3M",8,"Adulthood > Career > Harris/3M > Not Ready for CFO"
relationships,OyyRZNfeGKflAhbt2oSc,"Relationships",3,3,parenthood,"Parenthood",64,"Adulthood > Parenthood > Relationships"
news,P9DSIRyAJKis9mKHqz1z,"News",4,4,what-cartoons-did-you-watch-as,"What cartoons did you watch as a kid?",0,"THEMES > Television > What cartoons did you watch as a kid? > News"
did-you-ever-quit-a-job,PB2KatQHMqzaXGVbVsJY,"Did you ever quit a job?",3,3,career-reflection,"Career Reflection",22,"Adulthood > Career Reflection > Did you ever quit a job?"
2009,PBZp01cpnR037z3aDNS9,"2009",4,4,the-2000-s,"The
2000�s",9,"The Decades > The
2000�s > 2009"
music,PNPVlm4gbjeoQzyIaU9X,"Music",2,2,themes,"THEMES",8,"THEMES > Music"
what-accomplishments-meant,POB8geXhHnOwOUt2plQb,"What accomplishments meant most?",3,3,parenthood,"Parenthood",60,"Adulthood > Parenthood > What accomplishments meant most?"
skiing,PSmMzm6GOde6trWM0jAy,"Skiing",4,4,vacations,"Vacations",2,"THEMES > Vacations > Skiing"
what-values-remain-constant,PZ9j6aO7Sxg4Y4I9o8RL,"What values remain constant?",3,3,reflection,"Reflection",1,"THEMES > Reflection > What values remain constant?"
vice-president-finance,Pa4LvB646AsrEFoTlTsN,"Vice
President, Finance & Administration, CFO",4,4,sql-financials,"SQL Financials",0,"Adulthood > Career > SQL Financials > Vice
President, Finance & Administration, CFO"
miscellaneous,PaPgvkeesEiO7ZFslx5P,"Miscellaneous",2,2,themes,"THEMES",11,"THEMES > Miscellaneous"
ask-for-what-you-re-worth,PbIJrQhZ270iWJAcD7QS,"Ask For What You�re Worth",4,4,harris-3m,"Harris/3M",6,"Adulthood > Career > Harris/3M > Ask For What You�re Worth"
flight-from-medellin-to-cali,Pg4ybJo0Zd1vkUZubnY8,"Flight from
Medellin to Cali",4,4,how-did-you-choose-a-major,"How did you choose a major?",12,"Adulthood > Graduate School > How did you choose a major? > Flight from
Medellin to Cali"
2018,PiqzT7vtIbjtOHFKJza3,"2018",4,4,business,"Business",8,"The Decades > The 2010�s > Business > 2018"
bullfights,PkoiucGBDFFGTfiJGVS4,"Bullfights",4,4,how-did-you-choose-a-major,"How did you choose a major?",18,"Adulthood > Graduate School > How did you choose a major? > Bullfights"
what-stories-should-be,PnY93BPI84kWFdG7rOuH,"What stories should be preserved?",3,3,legacy,"Legacy",2,"THEMES > Legacy > What stories should be preserved?"
how-did-you-solve-problems,PvsRLkVJxqou38dpgzGy,"How did you solve problems?",3,3,childhood-reflection,"Childhood Reflection",30,"Preschool > Childhood Reflection > How did you solve problems?"
what-was-your-least-favorite,Py14pj1fw9fVbDrEC5zH,"What was your least favorite class?",3,3,high-school,"High School",12,"Preschool > High School > What was your least favorite class?"
how-did-you-make-career,Q7xrFCSckzvnrVVMYPj1,"How did you make career choices?",3,3,career-reflection,"Career Reflection",35,"Adulthood > Career Reflection > How did you make career choices?"
2023,Q9Cv2c8w6os5xTN8ic0O,"2023",4,4,business,"Business",3,"The Decades > The 2020�s > Business > 2023"
childhood,QBGP37XeXzhIXw9X0wSP,"Childhood",1,1,,,1,"Childhood"
bambi,QGgXzURxCFTRKmHxnDfb,"Bambi",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",40,"Preschool > Elementary School > What do you remember outside of school about this time? > Bambi"
what-was-one-of-the-toughest,QI2BTTXPvudwANxYNCNP,"What was one of the toughest, easiest,
best, worst parts about raising first, second, third",3,3,parenthood,"Parenthood",6,"Adulthood > Parenthood > What was one of the toughest, easiest,
best, worst parts about raising first, second, third"
what-economic-conditions,QJLal6kRGSqXgJ5BlxAz,"What economic conditions shaped choices?",3,3,historical-events,"Historical Events",2,"THEMES > Historical Events > What economic conditions shaped choices?"
what-family-conflicts-occurred,QNeApcjlMhsZ5cj1MzPl,"What family conflicts occurred?",3,3,parenthood,"Parenthood",28,"Adulthood > Parenthood > What family conflicts occurred?"
2003,QOjGcfdH2d76yXVxLwMN,"2003",4,4,the-2000-s,"The
2000�s",3,"The Decades > The
2000�s > 2003"
what-new-traditions-emerged,QP05KFhztL1jp9uXhNuR,"What new traditions emerged?",3,3,parenthood,"Parenthood",115,"Adulthood > Parenthood > What new traditions emerged?"
boy-scout-accident,QPTSh9v2qVcP3goyRKZw,"Boy Scout Accident",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",21,"Preschool > Elementary School > What do you remember outside of school about this time? > Boy Scout Accident"
swimming,QPhaRfSelHo4gL8iSkTy,"Swimming",4,4,how-have-sports-influenced,"How have sports influenced your life?",1,"THEMES > Sports > How have sports influenced your life? > Swimming"
didn-t-make-the-golf-team,QU2RxVVwZbmoATjBFthU,"Didn�t Make the Golf Team",4,4,what-were-your-disappointments,"What were your disappointments?",1,"THEMES > Blessings > What were your disappointments? > Didn�t Make the Golf Team"
internet,Qdq9kBwoZ2VTUcYpG4X9,"Internet",4,4,what-inventions-have-had-the,"What inventions have had the biggest impact
on your day-to-day life?",5,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life? > Internet"
how-did-your-relationship-with,QkzdqWsYyFoRSV9z1kpr,"How did your relationship with parents/siblings change?",3,3,high-school,"High School",26,"Preschool > High School > How did your relationship with parents/siblings change?"
free-speech-vs-censorship,Qog0g3xWjBZFhzRdExmG,"Free Speech vs. Censorship:",3,3,issues,"Issues",8,"THEMES > Issues > Free Speech vs. Censorship:"
what-did-your-father-do-for-a,QsxJDfafL55vQNe9bxDf,"What did your father
do for a living?",3,3,my-father,"My Father",4,"Introduction > My Father > What did your father
do for a living?"
windsurfing-in-hawaii,Qt9bnvYwbmCtVCrRTRk1,"Windsurfing in Hawaii",4,4,did-you-ever-take-any-great,"Did you ever take any great road trips?",7,"THEMES > Music > Did you ever take any great road trips? > Windsurfing in Hawaii"
how-did-you-prepare-for,QxTQ5A1A8ryTUhfDBPPq,"How did you prepare for college/future?",3,3,high-school,"High School",8,"Preschool > High School > How did you prepare for college/future?"
what-is-your-best-advice-for,QzWMMu3NxkZUduH7fHgn,"What is your best advice for ones career?",3,3,career-reflection,"Career Reflection",19,"Adulthood > Career Reflection > What is your best advice for ones career?"
middle-school,R4L1v2jHBMQ5MLOsoQXE,"Middle School",2,2,preschool,"Preschool",2,"Preschool > Middle School"
speaker-program,R6WaqwBvBZflPjmlJGLt,"Speaker Program",4,4,university-of-south-carolina,"University of South Carolina",1,"Adulthood > Career > University of South Carolina > Speaker Program"
first-pet,R70H3cwl7MHfreNEkVNU,"First Pet",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",28,"Preschool > Elementary School > What do you remember outside of school about this time? > First Pet"
have-you-ever-broken-a-bone,R79oHLxqPdKZADsvsjMa,"Have you ever broken a bone?",3,3,miscellaneous,"Miscellaneous",19,"THEMES > Miscellaneous > Have you ever broken a bone?"
university-of-south-carolina,REWKJCvw6JZFQ1yPI3hv,"University of South Carolina",3,3,career,"Career",2,"Adulthood > Career > University of South Carolina"
cultural,RFCUoi9cE79D01baTC4a,"Cultural",3,3,high-school,"High School",35,"Preschool > High School > Cultural"
homes-moves,RGf69kX4hfNBxZD7xrMv,"Homes & Moves",3,3,parenthood,"Parenthood",33,"Adulthood > Parenthood > Homes & Moves"
what-freedoms-did-you-gain,RJGS56uTj6QhikWlQpVa,"What freedoms did you gain?",3,3,high-school,"High School",32,"Preschool > High School > What freedoms did you gain?"
how-did-you-plan-career,RNyAwThwg1iliKMs8UiN,"How did you plan career transitions?",3,3,career-reflection,"Career Reflection",5,"Adulthood > Career Reflection > How did you plan career transitions?"
the-bond-side,RV0iCPxQ4UB84DJgfPYf,"The Bond Side",4,4,what-do-you-know-about-the,"What do you know about the family origins?",0,"Introduction > Family Names > What do you know about the family origins? > The Bond Side"
favorites,RV1kHSJ6OcTLmrxnTnGT,"Favorites",3,3,miscellaneous,"Miscellaneous",11,"THEMES > Miscellaneous > Favorites"
fights,RW2ZF7Nl6vakpOX11FoA,"Fights",2,2,themes,"THEMES",15,"THEMES > Fights"
what-love-should-multiply,Rc2LaCVVqgvNfpBnTTZp,"What love should multiply?",3,3,the-future,"The Future",15,"Adulthood > The Future > What love should multiply?"
what-dating-or-relationship,RddWbtSmOjLOyFaAQRXF,"What dating or relationship experiences shaped you?",3,3,childhood-reflection,"Childhood Reflection",37,"Preschool > Childhood Reflection > What dating or relationship experiences shaped you?"
what-life-lessons-emerged,Rdp5dEAYIZKxp18hm4bt,"What life lessons emerged?",3,3,parenthood,"Parenthood",52,"Adulthood > Parenthood > What life lessons emerged?"
what-hopes-for-family-future,Re9LcgHO1BwfXrCx9BgM,"What hopes for family future?",3,3,the-future,"The Future",10,"Adulthood > The Future > What hopes for family future?"
were-you-ever-fired,RhmedJh9Zwaz0llNptcF,"Were you ever fired",3,3,career-reflection,"Career Reflection",18,"Adulthood > Career Reflection > Were you ever fired"
what-sacrifices-did-you-make,Rmlbb4hxvteX7vR3dgvH,"What sacrifices did you make?",3,3,career-reflection,"Career Reflection",38,"Adulthood > Career Reflection > What sacrifices did you make?"
